,full_text
2073,"RT @Booster_Tutor: #MTGArena exclusive to Epic game store
Epic owns #Fortnite
Fortnite signed a 5 year deal with Hasbro 
Hasbro owns #MTG h…"
1093,"@GBNewsdotcom @Ghostbusters @Hasbro I wish we had a Walmart around here. I would like to get a new version of one of my fave toys.

keyword(s) is one of...

If they make a Bad to the Bone release... I'm going to lose it as that's one of my top fave toys... https://t.co/ikdYlJ5Fdj"
2170,RT @IGN: Hasbro's bringing a new set of exclusive Transformers: Vintage Beast Wars to Walmart beginning March 15 - check them out in their…
1837,"@Rugdog WAIT WHAT IS EVEN GOING ON

That's 100% Snake-Eyes. That's even the GI. Joe symbol on his shoulder.

Is Hasbro making this book or something?"
1838,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
1307,@ARlABLAZE OOMF WHAT😳 OMG YOU BROKE INTO HASBRO’S OFFICE AND STOLE THIS LEAK OF RR 2 RUN QUICK THE POLICE IS AFTER YOU
1649,"RT @SparrowHeart23: @GeorgeTakei If Hasbro drops the “Mr.” and “Mrs.” from the Potato Head toys, how will we know which one gets paid less…"
1308,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1650,"RT @Creeperbrine102: a man can dream
@FortniteGame @Hasbro https://t.co/tis1Ee4a0G"
1839,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
1840,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
2171,Magic: The Gathering has branched out into some interesting crossovers with other popular Hasbro properties that range from awesome to bizarre.... https://t.co/c8PFUrrZy3
1841,RT @preterniadotcom: Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium…
2074,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2075,So grateful we got this wonderful dufus in the LC collection when we did. 👍 @Hasbro Thank you 🙏 I never thought I would see the day. https://t.co/AyvDtHgz8h
2367,Star Wars Vintage Collection Walmart Exclusives Up For Order Monday https://t.co/iDacG1HoFO
1094,"Oh my... I have a couple fearsome flush, but I don't have a 100% complete Ecto-1 or a Bug-Eye. 
So yeah going to definitely get these. @HorrorMovieBBQ 

https://t.co/3rTh2r87OZ"
1401,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
2291,"RT @EfflamMercier: Lands / landscapes

Wish Hasbro/ MTG rates would keep up with inflation so I could paint some more lands ✨🤗 https://t.co…"
1651,Hasbro Reveals New Ghostbusters Kenner Classics Toys https://t.co/CI5Mrk1ZLT
1842,"Transformers WFC Walmart Exclusive Soundwave and Prime are now up on Hasbro Pulse Partner Exclusives page for Premium Members - https://t.co/mtVGsXElle 

Thanks @Talib1980 and @Handsome_Dog_CS for the heads up! https://t.co/slyaOMwItY"
2076,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2077,"All these sudden Hasbro and Kenner classic reissues mean it's time. It's about time.

I mean, it'll ruin me financially, but still. https://t.co/pnsZUDyG95"
1164,when he sees me has. no right. absolutely. no right
2223,"RT @markerguru: Soundwave Digital color commission.
It's a learning process with these images, but it's been fun to work on even if challen…"
2368,"Life is hard, but The Game of Life can be pretty fun. At least, that's how I remember it from over 20 years ago. https://t.co/Ip10QK0bG4"
1652,Hasbro Reveals New Ghostbusters Kenner Classics Toys https://t.co/OzscShUDBf
1309,THAT HASBRO ADVERT AND THE TEAMS NOISE MAKES MY HEART THUD.
2292,With the federal vaccine registration website coming I am very excited. It's like the Hasbro Pulse of medicine.
1517,@AKBrews You mean the one that wrote that 'petition'? It's possible and quite reminiscent of the Hasbro tantrum lmfao
1310,RT @GBNewsdotcom: Hasbro’s Real #Ghostbusters Kenner Classics line adds the Ecto-1 along with two ghost toys: https://t.co/LUGzdEhiJY https…
2078,The engineers building ridiculous dart blasters that Nerf won’t touch https://t.co/vYqeAbrNDf https://t.co/bQsxmXKemY
1165,"RT @PascalMulokozi2: Despite Sunset's debut in 2013, she didn't appear in any FiM episode. But she did make a cameo in the finale of FiM. #…"
1843,@PelleCreepy I didn't know Hasbro still used the Kenner brand name. I didn't even know they owned it but they probably haves for decades
1095,This subsidiary of Hasbro had revenue of like $800 million last year but I swear they only employ 2 software people https://t.co/4q4RmOcmFX
2369,"At-home Laser Hair Removal Market (2021 to 2027) – Drivers, Challenges and Trends- MATTEL, HASBRO, AULDEY, HWTOYS, Lego, Bandai, Smoby, Chicco, Playwell, and Yinhui https://t.co/zsL8ZQyhAy"
1311,@eco_boy It looks a bit like HASBRO PLAYSKOOL ADVENTURE heroes??
2224,3 down. 4 to go. Plus I NEED that new Thanos. Might start buying right from the source... #marvellegends @Hasbro https://t.co/FU6kWlcd52
1518,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1653,"@Manic_Socratic @Hasbro super simple, but damn near 98% accurate to the originals. I don't know how much appeal it would have to newcomers, but for kids of the 80s it should be an insta-purchase. 

hoping for the same from that ECTO-1."
2079,RT @verge: The engineers building ridiculous dart blasters that Nerf won’t touch https://t.co/pQbYSHaGC7 https://t.co/AUmqsfpqcZ
1402,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
1096,"RT @Rasmussen_Poll: New Updated Edition Now Available: Includes at long last - getting in-person haircuts in barber shops!

Hasbro Releases…"
1844,"RT @toygrind: Checked in on my Hasbro Pulse order and it said ""unfulfilled"". me too bitch u aint special"
2080,@KevinRAGES @Hasbro @transformers That's awesome
2225,"@Creeperbrine102 @FortniteGame @Hasbro Omg, you just created my biggest wish for Fortnite ever, The ability to become a power ranger, its morphin' time!!"
2081,@Snake_Eyes_TxR @Hasbro @GIJoeOfficial @theweeknd South Florida
1845,"New post: ""The engineers building ridiculous dart blasters that Nerf won’t touch"" https://t.co/2L7STkNpdH"
2293,@TitoMonroy577 @Hasbro @GIJoeOfficial @theweeknd Where??  (Good for you man!) https://t.co/1Or0y9tJik
1403,Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/gQYW7oN6Ab
2226,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1846,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1847,RT @preterniadotcom: Looks like Kenner Ecto-1 is going to be part of the Hasbro Walmart preorders next Monday. https://t.co/k9O6ac9hIm
1166,"We're hosting our annual #STEMHeroesClub event for #BritishScienceWeek we'll be doing a range of #STEM related quizzes, challenges &amp; games about desiging toys &amp; games for the future, hearing a talk by a #Hasbro game designer &amp; our new virtual #escaperoom
@SupplementaryEd #BSW21 https://t.co/2nq2bu3hQQ"
2082,The engineers building ridiculous dart blasters that Nerf won’t touch Read More in https://t.co/wrhRmiFs7q Thank you verge Xipe_tech
2370,@Creeperbrine102 @FortniteGame @Hasbro This would be cool as long as we get some old models aswell
1654,@SaltbySunset @Hasbro You’re right some people may not be perfect but I know some voice actors and actresses need to be a part of it including her she was a big my little pony fan too and everyone knows that they were all kind and caring  https://t.co/gsDqBkk9Fv
1848,"RT @retrogaminggeek: Next Real Ghostbusters reissue from Hasbro.

Yes please. https://t.co/KcPUGScUlx"
1404,RT @MorphinLegacy: NEW REVIEW ALERT! Check Out my newest #MorphinLegacyReviews video where I unbox &amp; review Wave 8 of the #LightningCollect…
1849,"RT @Toyark: Pre-orders for the @Hasbro #Ghostbusters Kenner Classics Ecto-1, Bug-Eye, and Fearsome Flush go live on Monday, March 15th via…"
2083,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2227,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1312,"Dino Fury will be on break tomorrow, so we'll see Green &amp; Black next Saturday morning! #PowerRangers #DinoFury #PowerRangersDinoFury #PRDF #Hasbro #RangerNation #Tokusatsu https://t.co/AIckvMfxTO"
1850,"RT @thedextriarchy: I love how @jake_k’s DIY Week has showcased all my coworkers’ cool hobbies, like @StarFire2258’s super-intense Nerf mod…"
1167,RT @TheFancyMark: Any of the #CHC peeps have an extra Classified Zartan they'd be willing to part with? I'm getting impatient waiting on Ha…
2228,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1405,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
1519,"RT @FlameToysUS: Thank you @jeymad4tin for taking these fantastic photos of BugBite. They look incredible! 😍

Don't forget BugBite is avail…"
1168,"@baileyzindel Yeah there is only one, it's the official Hasbro app called Scrabble GO and it's tolerable at best. Recently they phased out the old app, which was great, and replaced it with Scrabble GO which is lousy with ads and stupid flashy things."
1655,"RT @PelleCreepy: Hasbro's reissuing the Real Ghostbusters Ecto-1 as part of the Wal-Mart exclusive line, BUT MORE IMPORTANTLY, they're reis…"
1656,RT @FreddyInSpace: I love the idea of a new generation of kids playing with the same Ghostbusters toys so many of us loved back in the 80s…
1851,@FreddyInSpace @BDisgusting @Hasbro OMG I remember having that same toy.  Totally forgot about it.
1520,"RT @BustedSec: Wow  NVIDIA, https://t.co/xY2uqqihEO (small business administration), JSF (Joint Strike Fighter) https://t.co/ZTnwrzO3CN (Ad…"
2229,"RT @Rasmussen_Poll: New Updated Edition Now Available: Includes at long last - getting in-person haircuts in barber shops!

Hasbro Releases…"
1657,"@TheWeegieDoctor Ghostbusters Kenner Classics Line New Figures Revealed!! Hasbro Pulse 
https://t.co/C7s2cj4lC4"
1658,"RT @BaraPinkRanger: Oh hey, Hasbro and Boom Studios? Do you see all the love DC is getting today with #DCPride? You should do the same thin…"
1406,"That reminds me; can @Hasbro please bring back RID(2001) or Unicron Trilogy toyline again, please?😣😭🙏 I know G1, Beast Wars and the movies are good, but give these guys some love too!"
2230,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1521,@TitoMonroy577 @Snake_Eyes_TxR @Hasbro @GIJoeOfficial @theweeknd That's funnyb3 are sitting at my store now in Boynton Beach ⛱😳
1852,RT @FreddyInSpace: I love the idea of a new generation of kids playing with the same Ghostbusters toys so many of us loved back in the 80s…
2084,"@chocolove666 If you can, Hasbro’s Lightning collection has done more 6th senshi. Great photo w basco! 👍 https://t.co/BFVApBf6xc"
1659,"RT @WhyisGamora69: Ever wanted to traverse the galaxy with a bunch of intergalactic criminals while jamming to your mom’s old playlists?

W…"
1660,"@pop_pursuit @reisobrien @PateeSondra Ghostbusters Kenner Classics Line New Figures Revealed!! Hasbro Pulse 
https://t.co/C7s2cj4lC4"
2371,RT @ironhide615: Who the fuck at Hasbro thought that these should take place in the same continuity even though it makes no logical sense w…
1661,"#IncludeReferPotatoMarried if you're ticked off because Hasbro made Mr &amp; Mrs Potato Head gender-neutral &amp; can be married to another same gender potato head, might I refer you to a psychiatrist so you can get your priorities in order?"
2231,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1662,"@PhantomNXS @PCLeftovers Ghostbusters Kenner Classics Line New Figures Revealed!! Hasbro Pulse 
https://t.co/C7s2cj4lC4"
1853,Hasbro’s Retro “The Real Ghostbusters” Toy Line Expands With Ecto-1 Vehicle and Classic Monsters! :-]... https://t.co/fZGMXbYw3x
1663,"RT @PelleCreepy: Hasbro's reissuing the Real Ghostbusters Ecto-1 as part of the Wal-Mart exclusive line, BUT MORE IMPORTANTLY, they're reis…"
2372,"RT @Creeperbrine102: a man can dream
@FortniteGame @Hasbro https://t.co/tis1Ee4a0G"
1407,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
1408,@BytheBulb @Hasbro @MarvelStudios How did you do the dust effect?
1854,"RT @toygrind: Checked in on my Hasbro Pulse order and it said ""unfulfilled"". me too bitch u aint special"
1855,@Hasbro Reveals New #TheRealGhostbusters Based Toys Including Ecto-1 https://t.co/EMrec3rzNU https://t.co/pblKLKaBHH
1856,"RT @Toyark: Pre-orders for the @Hasbro #Ghostbusters Kenner Classics Ecto-1, Bug-Eye, and Fearsome Flush go live on Monday, March 15th via…"
2294,"Marvel Legends Hasbro Guardians of the Galaxy STAR LORD 6"" Figure - https://t.co/QHPyN92QQL #actionfigure #toys https://t.co/WEuuoMgxdl"
1664,"@ghostbustershq Ghostbusters Kenner Classics Line New Figures Revealed!! Hasbro Pulse 
https://t.co/C7s2cj4lC4"
2295,"RT @WilllyWilson: 🟥 #hWoFigureFriday 🟥

WWF Hasbro Series 8️⃣ @BretHart 

#hWo #FigureFriday #FigLife #OneFigCommunity @hWoOfficialPage htt…"
1665,"@retrogaminggeek Ghostbusters Kenner Classics Line New Figures Revealed!! Hasbro Pulse 
https://t.co/C7s2cj4lC4"
1857,Personally very sick of the cause of equality and human rights endlessly being derailed by the deranged lefties at *squints* Hasbro inc https://t.co/b0n4q6ITMI
2373,RT @IGN: Hasbro's bringing a new set of exclusive Transformers: Vintage Beast Wars to Walmart beginning March 15 - check them out in their…
1858,RT @BDisgusting: Hasbro’s Retro “The Real Ghostbusters” Toy Line Expands With Ecto-1 Vehicle and Classic Monsters! https://t.co/41crOUHDQy
2085,Hasbro Pulse UK is now open! They got some stuff I will buy and even some I worked on. :)  https://t.co/MqEtZriVqx https://t.co/bRSm7Pr8h9
2086,RT @verge: The engineers building ridiculous dart blasters that Nerf won’t touch https://t.co/pQbYSHaGC7 https://t.co/AUmqsfpqcZ
1666,@TitoMonroy577 @Hasbro @GIJoeOfficial @theweeknd I don't have that luck. Distribution here sucks.
1522,"RT @_michaeltcarter: Hey @MTG_Arena, @wizards_magic @Wizards @Hasbro I qualified for the Strixhaven Qualifier weekend based on my #146 rank…"
1667,RT @ghostbustershq: Hasbro Continues Their Retro Kenner Real Ghostbusters Line  https://t.co/lwamyHshUZ
1409,RT @scottlincicome: Link: https://t.co/zxiBZWO5KW
1313,"@davidshepardson @SpeakerPelosi I’m sure this, like everything else involving the GOP today, will go swimmingly. They will likely demand Hasbro bring back Mr. PotatoHead as part of their proposal."
1859,RT @steph_mahoney: @Celestiafan I'm always amazed at what fans can do. I look forward to seeing what hasbro does with the series now.
2296,"RT @SwChamp: ""A ninja is a silent wraith with a razor-edged blade in one hand and a scaling-grapple in the other. Ninjas can penetrate the…"
1410,Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/7dOgrEPTsn via @kotaku
2232,RT @_Shummy_: society if hasbro actually put lps on store shelves instead of overcharging them on amazon https://t.co/pBmuJhsuyq
1411,RT @Kotaku: Hasbro’s Bringing Back Sweet 1980s Ghostbusters Toys https://t.co/DYg9ywqxxE https://t.co/lZ8bXShgSz
1668,@Ghostbusters @hasbro Hope you send more figures to Canada when you release the Ecto-1.
1314,"RT @SuperdadUk2020: #hWoFigureFriday presents the WWF Hasbro Series 8 MOC of the legendary BAM BAM Bigelow. A beautiful card, vibrant colou…"
2087,"RT @Max_Dunbar: Drizzt and Guenhwyvar vs a White Dragon from the Hasbro action figure box art. 
AD @crowsmack 
#dnd https://t.co/u5I4xsNGiN"
2233,"RT @ArtsnEnds4: Check out Disney's Beauty &amp; The Beast Enchanting Melodies Belle Doll, Hasbro #Hasbro https://t.co/Kjfut0dK72 via @eBay"
1169,RT @HailKingCrimson: @MoosCrewOffcl I'm hoping hasbro can make new versions of these guy's and make a menasor with them that beats the 3P o…
